-1	qid:1	1:0	2:11.434075	3:13.923245	4:0	5:13.337366	6:7.407669	7:9.361648	8:0	# My Death My Decision logo.png	cs|.my
1	qid:1188	1:0	2:31.799953	3:32.489822	4:0	5:28.630125	6:43.633614	7:0	8:0	# Église Saint-Pierre de Mortagne-sur-Sèvre.JPG	ceb|Mortagne-sur-Sèvre
1	qid:1188	1:0	2:35.17003	3:29.204582	4:0	5:51.756622	6:29.068647	7:0	8:0	# Mortagne-sur-Sèvre Thomas Drake.png	ceb|Mortagne-sur-Sèvre
1	qid:1188	1:0	2:33.386093	3:36.717762	4:0	5:29.576258	6:44.917343	7:0	8:0	# Hôtel de Ville - Mortagne-sur-Sèvre.jpg	ceb|Mortagne-sur-Sèvre
0	qid:1188	1:0	2:35.212772	3:32.629288	4:0	5:51.359623	6:33.276505	7:0	8:14.3165	# Mortagne-sur-Sèvre OSM 01.png	ceb|Mortagne-sur-Sèvre
1	qid:1189	1:0	2:18.786812	3:10.566561	4:0	5:21.246128	6:21.457628	7:0	8:14.393803	# MOSH (4878531254).jpg	en|Mosh
-1	qid:1189	1:0	2:15.727263	3:0	4:11.8162775	5:21.922335	6:19.35186	7:0	8:0	# Casa lu' mosh Victor - panoramio.jpg	en|Mosh
-1	qid:1189	1:0	2:21.196611	3:0	4:0	5:0	6:0	7:0	8:0	# Mosh.JPG	en|Mosh
-1	qid:1189	1:0	2:22.810457	3:18.138248	4:0	5:25.121487	6:18.667683	7:0	8:0	# Mosh mosh! (2935425529).jpg	en|Mosh
-1	qid:1189	1:0	2:16.565382	3:19.643513	4:0	5:19.994932	6:16.017235	7:0	8:0	# Mosh Ben-Ari 07.JPG	en|Mosh
1	qid:1189	1:0	2:0	3:16.689327	4:0	5:0	6:0	7:0	8:0	# Minimoshpit.jpg	en|Mosh
1	qid:1189	1:0	2:18.107172	3:0	4:0	5:20.492905	6:11.179812	7:0	8:0	# Mosh (1428617892).jpg	en|Mosh
1	qid:1189	1:0	2:15.160507	3:0	4:0	5:19.936838	6:15.587115	7:0	8:14.384222	# Women Mosh Pit Tuska 2019.jpg	en|Mosh
1	qid:119	1:0	2:29.851595	3:27.574656	4:0	5:46.54019	6:33.898746	7:1.2772882	8:0	# All Saints Church, Ockham, Surrey (Geograph Image 2689838 0ff703d1).jpg	en|All Saints church at Ockham.
-1	qid:1190	1:0	2:0	3:0	4:0	5:0	6:8.969941	7:0	8:0	# Science and literature in the Middle Ages and the Renaissance (1878) (14764786785).jpg	cs|Most_Zohar
1	qid:1191	1:0	2:45.546528	3:9.609053	4:0	5:74.45095	6:46.7505	7:0	8:0	# Mother Emanuel AME Church, Charleston, SC.jpg	en|Mother Emanuel AME Church Charleston
1	qid:1192	1:0	2:28.275585	3:8.226773	4:0	5:10.540774	6:27.398033	7:0	8:0	# Mount ranier.jpg	en|Mount Ranier
-1	qid:1192	1:8.982515	2:0	3:0	4:0	5:0	6:8.5523405	7:16.912027	8:0	# Golden-mantled ground squirrel - 44125872195.jpg	en|Mount Ranier
0	qid:1192	1:0	2:0	3:7.2107477	4:0	5:0	6:19.496115	7:0	8:0	# Sentinal Pines (210172329).jpeg	en|Mount Ranier
1	qid:1192	1:25.029871	2:25.52378	3:0	4:0	5:32.90404	6:25.248505	7:17.561089	8:0	# Mount Ranier - panoramio.jpg	en|Mount Ranier
1	qid:1192	1:0	2:7.597195	3:9.791701	4:22.97887	5:31.693235	6:7.5295367	7:10.853461	8:0	# Mount Rainier and lake reflection.jpg	en|Mount Ranier
-1	qid:1193	1:0	2:0	3:0	4:0	5:0	6:22.777342	7:0	8:0	# Mr. and Mrs. J.H. Miller.jpg	en|Mount_Lassell
1	qid:1194	1:0	2:7.8375216	3:6.7110333	4:0	5:10.061559	6:7.990037	7:0	8:0	# Gjerdalen with the mountain Kautulus.jpg	en|mountain
1	qid:1194	1:0	2:10.323523	3:4.7821527	4:0	5:12.113919	6:0	7:9.573215	8:0	# Reynolds Mountain and mountain goat.jpeg	en|mountain
-1	qid:1194	1:0	2:0	3:0	4:0	5:0	6:3.5859504	7:0	8:0	# Playing in the Nuba mountains.jpg	en|mountain
1	qid:1194	1:0	2:0	3:0	4:9.286425	5:0	6:0	7:0	8:0	# Himalayas.jpg	en|mountain
-1	qid:1194	1:0	2:0	3:10.630276	4:0	5:0	6:0	7:0	8:0	# Arrigorrietako mendilerroa.png	en|mountain
1	qid:1194	1:0	2:7.4781733	3:0	4:0	5:9.875229	6:7.0782437	7:4.9793706	8:0	# Jebel Hafeet Mountain Al Ain UAE.jpg	en|mountain
0	qid:1194	1:8.856683	2:9.428296	3:0	4:0	5:0	6:8.036522	7:6.7659097	8:0	# Iworoko mountain.jpg	en|mountain
-1	qid:1194	1:6.348801	2:7.4781733	3:0	4:0	5:9.875229	6:6.3576164	7:8.7943125	8:0	# Mountain gorilla (Gorilla beringei beringei) yawn.jpg	en|mountain
0	qid:1194	1:0	2:0	3:0	4:8.528492	5:0	6:0	7:0	8:0	# Wild horses, Šar Mountains.jpg	en|mountain
-1	qid:1194	1:7.91732	2:7.429399	3:0	4:0	5:9.799769	6:8.6465435	7:12.409537	8:0	# Harold Robert Millar - A Mountain Railway.jpg	en|mountain
-1	qid:1195	1:0	2:13.454105	3:24.18292	4:0	5:0	6:30.953798	7:0	8:0	# Nelson Mountain Covered Bridge (Greenleaf, Oregon).jpg	en|Mountain_Creek_Lake_Bridge
1	qid:1196	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:8.411293	# Lago de Como, Italia, 2016-06-25, DD 02-06 PAN.jpg	en|mountains
1	qid:1196	1:10.545141	2:0	3:0	4:0	5:0	6:6.8093925	7:8.269291	8:0	# Algerie montains.jpg	en|mountains
1	qid:1196	1:0	2:9.210363	3:0	4:9.743222	5:10.384084	6:8.813968	7:0	8:0	# Alexander Island mountains (6280153095).jpg	en|mountains
1	qid:1196	1:0	2:7.1566777	3:0	4:8.685933	5:11.785034	6:8.491751	7:0	8:0	# Field, corn, Liechtenstein, Mountains, Alps, Vaduz, sky, clouds, landscape.jpg	en|mountains
1	qid:1196	1:0	2:0	3:0	4:0	5:0	6:0	7:13.354667	8:0	# INDIA Feb 06 2012 9.jpg	en|mountains
1	qid:1196	1:0	2:8.240951	3:4.1478167	4:0	5:10.94831	6:7.9662237	7:0	8:0	# Troodos Mountains from Mt Tripylos, Cyprus.jpg	en|mountains
-1	qid:1196	1:0	2:0	3:3.2378557	4:0	5:0	6:10.499661	7:0	8:0	# C17 DF-SD-06-03299.jpg	en|mountains
1	qid:1196	1:0	2:0	3:7.8513994	4:10.258595	5:0	6:0	7:0	8:0	# Iceland's Mid-Atlantic Ridge during snow.jpg	en|mountains
-1	qid:1197	1:0	2:0	3:9.408386	4:0	5:0	6:0	7:15.728773	8:0	# Palestinian girl on gate.jpg	en|mouse
-1	qid:1197	1:0	2:0	3:14.533339	4:0	5:0	6:0	7:0	8:0	# Cleghorn Glen 20 June 2010 (165).JPG	en|mouse
0	qid:1197	1:10.520221	2:12.706924	3:7.8092823	4:0	5:15.500679	6:11.362597	7:11.8270645	8:13.882292	# Mickey Mouse - panoramio.jpg	en|mouse
1	qid:1197	1:0	2:13.531041	3:0	4:0	5:15.975372	6:8.354185	7:0	8:0	# Mouse - panoramio.jpg	en|mouse
0	qid:1197	1:0	2:13.499896	3:0	4:0	5:0	6:12.962376	7:0	8:0	# Illusion mouse.jpg	en|mouse
-1	qid:1197	1:10.088274	2:0	3:0	4:0	5:0	6:0	7:10.360878	8:0	# 2-Cell Love.jpg	en|mouse
1	qid:1197	1:0	2:13.449348	3:0	4:0	5:0	6:12.601819	7:0	8:0	# Kangaroo mouse.jpg	en|mouse
0	qid:1197	1:3.6212664	2:0	3:0	4:0	5:0	6:11.190896	7:9.284301	8:12.646582	# Amiga500 system.jpg	en|mouse
-1	qid:1197	1:0	2:10.991976	3:0	4:11.331331	5:0	6:11.446666	7:0	8:0	# Liver lobules MHCII-GFP mouse.jpg	en|mouse
0	qid:1197	1:9.575738	2:7.838557	3:0	4:0	5:0	6:13.275081	7:15.921952	8:0	# A Hundred Fables of La Fontaine - The old Cat and the young Mouse.png	en|mouse
-1	qid:1198	1:0	2:18.645802	3:10.217032	4:0	5:22.456316	6:13.752219	7:0	8:14.336823	# Moussages, église, modillon.jpg	ceb|Moussages
1	qid:1198	1:0	2:17.597761	3:10.424649	4:0	5:21.861317	6:13.797807	7:0	8:14.38593	# Moussages, église St-Barthélemy.jpg	ceb|Moussages
1	qid:1199	1:0	2:11.400655	3:0	4:10.244204	5:15.101981	6:12.517827	7:0	8:0	# Movie Night Cupcakes (4660244763).jpg	en|movie
-1	qid:1199	1:9.878751	2:12.121752	3:0	4:0	5:0	6:11.924667	7:8.852085	8:0	# Fluorescent Coral Movie.gif	en|movie
0	qid:1199	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:12.272399	# Ford A0186 NLGRF photo contact sheet (1974-08-16)(Gerald Ford Library).jpg	en|movie
-1	qid:1199	1:0	2:11.36305	3:0	4:10.879687	5:15.265867	6:11.454484	7:0	8:0	# Shooter - Movie premiere (8).jpg	en|movie
-1	qid:1199	1:0	2:0	3:0	4:0	5:0	6:13.172077	7:0	8:0	# Ita Buttrose (8215457693).jpg	en|movie
1	qid:1199	1:0	2:0	3:0	4:12.402813	5:13.1964855	6:8.895297	7:0	8:0	# Image-User Abigor global2.jpg	en|movie
0	qid:1199	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:11.257624	# Sandakan Sabah Abandonned-cinema-in-Tanah-Merah-02.jpg	en|movie
-1	qid:1199	1:0	2:0	3:0	4:0	5:0	6:9.103607	7:13.572036	8:0	# 스크린X 로고.jpg	en|movie
-1	qid:1199	1:0	2:11.434871	3:0	4:0	5:14.22128	6:13.627436	7:0	8:0	# Eronite Movie Productions Logo.jpg	en|movie
-1	qid:1199	1:0	2:12.7114935	3:0	4:0	5:14.946109	6:8.879382	7:0	8:0	# Movie scene.jpg	en|movie
-1	qid:12	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:0	# Tiësto @ Airbeat One 2017.jpg	en|11q!
-1	qid:12	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:0	# Wine connoisseur's collection (Unsplash).jpg	en|11q!
-1	qid:12	1:0	2:0	3:1.8559406	4:0	5:0	6:0	7:0	8:0	# Morning in Langtang.jpg	en|11q!
-1	qid:12	1:0	2:0	3:2.0384192	4:0	5:0	6:0	7:0	8:0	# Apollo 11 Crew.jpg	en|11q!
-1	qid:12	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:0	# Q11logo.jpg	en|11q!
-1	qid:12	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:0	# Білий слон.jpg	en|11q!
-1	qid:12	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:0	# Apollo 11 bootprint.jpg	en|11q!
-1	qid:120	1:0	2:13.429556	3:11.202899	4:0	5:0	6:9.954134	7:0	8:0	# Dogs as home companions; a book for all dog lovers (1922) (14775837492).jpg	cs|All_the_Lovers
-1	qid:120	1:0	2:13.506874	3:11.200911	4:0	5:0	6:10.238134	7:0	8:0	# Dogs as home companions; a book for all dog lovers (1922) (14775846972).jpg	cs|All_the_Lovers
-1	qid:120	1:0	2:13.489607	3:11.265427	4:0	5:0	6:10.281575	7:1.0296015	8:0	# Dogs as home companions; a book for all dog lovers (1922) (14753204096).jpg	cs|All_the_Lovers
-1	qid:1200	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.8829775	# Faro de Punta de Malabrigo (Malabrigo Lighthouse).jpg	en|Movie hd
-1	qid:1200	1:0	2:0	3:0	4:0	5:0	6:14.37718	7:0	8:0	# SONY Cyber- shot DSC HyperXoom 20 V 3.JPG	en|Movie hd
-1	qid:1200	1:0	2:0	3:0	4:0	5:0	6:14.601608	7:0	8:0	# The Clouds of Orion.jpg	en|Movie hd
-1	qid:1200	1:0	2:15.724098	3:0	4:0	5:22.136017	6:17.660122	7:0	8:0	# GOES Satellite Movie Tracked Tornadic Texas Trouble (hd video) (7061558841).jpg	en|Movie hd
-1	qid:1200	1:0	2:0	3:0	4:0	5:0	6:18.44489	7:0	8:0	# "Movie2" TV Channel.png	en|Movie hd
-1	qid:1200	1:0	2:0	3:0	4:0	5:0	6:10.608492	7:0	8:0	# Tangled up Active Region (6005470443).jpg	en|Movie hd
-1	qid:1200	1:0	2:8.388842	3:0	4:0	5:11.503053	6:16.1947	7:0	8:0	# Hamburg HD 4th n State BerksCo PA.JPG	en|Movie hd
0	qid:1200	1:6.738078	2:0	3:4.5737095	4:0	5:0	6:6.565517	7:7.3864193	8:0	# Kino-Center, Rendsburg (P1100354).jpg	en|Movie hd
-1	qid:1200	1:0	2:8.806069	3:10.4996805	4:0	5:11.503486	6:18.5198	7:0	8:0	# Hanriot HD.2C (A5624) (N5934) (26335020003).jpg	en|Movie hd
1	qid:1201	1:0	2:11.459149	3:8.105087	4:0	5:0	6:0	7:25.904655	8:0	# Cabiria poster.jpg	en|movie poster
1	qid:1201	1:0	2:19.285221	3:0	4:0	5:28.14431	6:18.296133	7:0	8:0	# Sunny Lane with Movie Poster 2009.jpg	en|movie poster
1	qid:1201	1:0	2:10.152579	3:7.563221	4:11.253391	5:0	6:10.937968	7:0	8:0	# The 3 Mesquiteers poster.jpg	en|movie poster
-1	qid:1201	1:0	2:11.382005	3:0	4:0	5:0	6:26.407187	7:0	8:0	# Flag poster.jpg	en|movie poster
0	qid:1201	1:0	2:10.203903	3:0	4:0	5:13.078416	6:26.13367	7:0	8:0	# CUT-THROATS-NINE-movie-1972-2.jpg	en|movie poster
1	qid:1201	1:14.472031	2:0	3:8.563174	4:0	5:0	6:9.240297	7:18.123396	8:0	# Hot Water FilmPoster.jpeg	en|movie poster
1	qid:1201	1:8.453429	2:9.162776	3:11.759715	4:0	5:0	6:10.982038	7:14.46113	8:0	# The Divine Lady (1929 film) poster.jpg	en|movie poster
-1	qid:1201	1:0	2:20.245083	3:8.212515	4:20.129257	5:30.96487	6:19.552912	7:0	8:0	# Black Eyes Movie Poster 1936.jpg	en|movie poster
1	qid:1201	1:0	2:9.445125	3:6.871327	4:9.292693	5:0	6:16.803967	7:0	8:0	# Geschenkt-wurde-uns-nichts Poster.png	en|movie poster
1	qid:1201	1:0	2:0	3:11.606058	4:0	5:0	6:12.51658	7:0	8:0	# His New Profession.jpg	en|movie poster
1	qid:1202	1:0	2:12.469512	3:0	4:0	5:16.248487	6:14.734742	7:0	8:0	# Bean bag pit @ the movies (3926046915).jpg	en|movies
0	qid:1202	1:16.294876	2:0	3:0	4:0	5:0	6:0	7:11.404737	8:0	# Rejas de Cineteca Nacional.jpg	en|movies
-1	qid:1202	1:0	2:13.900917	3:15.080463	4:0	5:17.654694	6:10.975155	7:0	8:0	# BeIN Movies standard logo.png	en|movies
-1	qid:1202	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:0	# The Island Premiere (33600640).jpg	en|movies
-1	qid:1202	1:0	2:15.106394	3:15.209835	4:0	5:18.383558	6:14.932397	7:0	8:0	# Fox Movies BG.png	en|movies
-1	qid:1202	1:0	2:0	3:14.5725975	4:0	5:0	6:0	7:0	8:0	# MoviesHD3.png	en|movies
-1	qid:1202	1:0	2:0	3:13.430392	4:0	5:0	6:0	7:0	8:0	# Gads Pirms Kara - Ziemas Epizode.jpg	en|movies
0	qid:1202	1:0	2:15.216829	3:11.357128	4:0	5:18.56463	6:16.908	7:0	8:0	# Enjoy Movies logo.png	en|movies
-1	qid:1202	1:0	2:0	3:0	4:0	5:0	6:0	7:9.370658	8:0	# Faustus 11.JPG	en|movies
0	qid:1202	1:0	2:0	3:0	4:13.157397	5:15.037618	6:9.093943	7:0	8:0	# Robert Osborne, May 2009 (1).jpg	en|movies
-1	qid:1203	1:0	2:0	3:22.121346	4:0	5:0	6:33.752914	7:19.419683	8:0	# Bandera-mrns.png	en|Movimiento_Español_Sindicalista
-1	qid:1203	1:0	2:0	3:0	4:0	5:0	6:23.270277	7:0	8:0	# Logo-mrns.jpg	en|Movimiento_Español_Sindicalista
-1	qid:1203	1:0	2:0	3:29.567135	4:0	5:0	6:33.28892	7:23.138742	8:0	# Logo-mrns.png	en|Movimiento_Español_Sindicalista
1	qid:1204	1:0	2:8.686389	3:11.282841	4:9.584174	5:14.365437	6:13.135493	7:0	8:0	# Plaque of W. A. Mozart rezidents in Brno, Brno-City District.jpg	en|mozart
0	qid:1204	1:0	2:13.257875	3:13.5490465	4:0	5:16.625366	6:16.588522	7:0	8:0	# Mozart from the Beethoven-Haydn-Mozart monument at tiergarden.jpg	en|mozart
-1	qid:1204	1:0	2:13.629116	3:11.201493	4:0	5:16.061369	6:10.655102	7:7.187414	8:0	# Mozart-Taurus.jpg	en|mozart
0	qid:1204	1:11.078638	2:0	3:0	4:0	5:0	6:8.019202	7:8.264329	8:0	# 20200413 Mozartschule Jägersfreude 02.jpg	en|mozart
-1	qid:1204	1:0	2:0	3:9.61986	4:0	5:0	6:13.030748	7:17.714317	8:0	# Svenska ordförandeskapet 2009 banderoll.jpg	en|mozart
-1	qid:1204	1:0	2:9.963543	3:0	4:0	5:13.366736	6:15.814324	7:0	8:0	# Augsbourg, (avril 2016) Fuggerei Musée Franz mozart (2).JPG	en|mozart
0	qid:1204	1:0	2:0	3:11.835525	4:0	5:0	6:16.805262	7:0	8:0	# Londoner Skizzenbuch.jpg	en|mozart
-1	qid:1204	1:0	2:0	3:7.1118755	4:8.022374	5:8.994464	6:5.409504	7:0	8:0	# Bohemian Girl - 'I dreamt I dwelt in marble halls!', by Byam Shaw.jpg	en|mozart
-1	qid:1204	1:15.016244	2:13.018377	3:14.170591	4:0	5:15.723647	6:9.696758	7:16.837698	8:0	# Mozart crater EW0217905678I.jpg	en|mozart
1	qid:1204	1:0	2:13.615702	3:13.118178	4:0	5:0	6:11.693564	7:0	8:0	# Carlo Mozart.jpg	en|mozart
-1	qid:1205	1:0	2:0	3:28.758228	4:0	5:0	6:32.724297	7:0	8:0	# Quam olim dc in Mozart's hand.png	en|Mozart Requiem
-1	qid:1205	1:0	2:0	3:8.607261	4:0	5:0	6:21.591896	7:0	8:0	# Jesse Kregal Pathway - 20200317 - 12.jpg	en|Mozart Requiem
-1	qid:1205	1:7.0488496	2:8.995178	3:0	4:0	5:12.871032	6:21.260233	7:7.5596604	8:0	# Jason's Presentation of Mozart in Dalian Library (Local) - Series 4th.jpg	en|Mozart Requiem
-1	qid:1205	1:0	2:28.306744	3:0	4:0	5:37.134926	6:32.578735	7:0	8:0	# Mozart- Requiem Naunhof.jpg	en|Mozart Requiem
1	qid:1205	1:0	2:28.126312	3:25.379166	4:0	5:36.955704	6:29.575668	7:0	8:0	# Mozart Requiem 2LP.jpg	en|Mozart Requiem
-1	qid:1206	1:0	2:0	3:0	4:0	5:0	6:16.731747	7:9.37475	8:0	# Wma-merger.gif	en|mpeg
-1	qid:1206	1:0	2:0	3:14.904136	4:0	5:0	6:0	7:0	8:0	# Woerth Mozartstrasse.JPG	en|mpeg
-1	qid:1206	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:0	# Gustaaf Oosterhuis, Afb 010179000318.jpg	en|mpeg
-1	qid:1206	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:0	# Gustaaf Oosterhuis, Afb 010179000317.jpg	en|mpeg
-1	qid:1206	1:0	2:0	3:16.636406	4:0	5:0	6:0	7:0	8:0	# Compresión de carta de resolución con MPEG4.jpg	en|mpeg
1	qid:1206	1:0	2:19.391485	3:17.580761	4:0	5:0	6:16.064432	7:0	8:0	# Mpeg.gif	en|mpeg
-1	qid:1208	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:0	# 31.Ulica - Mr Tartuffo (Chile) - Przeciąganie liny - 20180707 1531 6912 DxO.jpg	en|MR21
-1	qid:1208	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:0	# SNSD Sunny Mr.Mr.jpg	en|MR21
-1	qid:1208	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:0	# Carlisle Cathedral TheNave.jpg	en|MR21
-1	qid:1208	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:0	# Im Yoona snsd 2014 mr.mr.jpg	en|MR21
1	qid:1209	1:0	2:35.160545	3:37.166046	4:0	5:0	6:15.096351	7:0	8:0	# Muehlenbeckia hastulata 1c.JPG	vi|Muehlenbeckia_hastulata
1	qid:1209	1:0	2:35.69816	3:28.07034	4:0	5:0	6:33.927586	7:0	8:14.379653	# Muehlenbeckia hastulata (8671444289).jpg	vi|Muehlenbeckia_hastulata
-1	qid:1210	1:4.233189	2:9.236893	3:4.158386	4:9.673169	5:12.573024	6:7.672681	7:7.587676	8:0	# München, Rathaus -- 2011 -- 1269.jpg	de|münchen s7
-1	qid:1210	1:0	2:9.334938	3:7.781291	4:0	5:11.754747	6:9.213103	7:0	8:0	# Glaspalast München 1891 029a.jpg	de|münchen s7
-1	qid:1210	1:0	2:0	3:0	4:0	5:0	6:6.0307446	7:4.957641	8:0	# Bern Amthausgasse.PNG	de|münchen s7
-1	qid:1210	1:0	2:9.251941	3:8.216779	4:0	5:11.317748	6:10.501757	7:0	8:0	# Glaspalast München 1883 061.jpg	de|münchen s7
-1	qid:1210	1:6.562397	2:9.286452	3:4.2696695	4:9.845403	5:12.670366	6:6.23345	7:5.3627763	8:0	# München, Rathaus -- 2011 -- 1262.jpg	de|münchen s7
-1	qid:1210	1:5.1029334	2:8.772546	3:6.575334	4:0	5:11.071843	6:7.0111103	7:9.729711	8:0	# München, Viktualienmarkt, Ladenzeile -- 2011 -- 1.jpg	de|münchen s7
-1	qid:1210	1:0	2:7.8704195	3:2.5007586	4:0	5:10.465697	6:9.2387495	7:0	8:0	# Kobell und Steinheil - Neuhauser Straße - München - 1839.jpg	de|münchen s7
-1	qid:1210	1:0	2:0	3:0	4:0	5:0	6:5.4783382	7:0	8:0	# Thai Airways International Boeing 747-4D7 HS-TGP MUC 2015 03.jpg	de|münchen s7
0	qid:1210	1:0	2:0	3:12.907026	4:0	5:0	6:6.027807	7:0	8:0	# DB 423 S-Bahn Munich S8 Herrsching-Airport (16225832969).jpg	de|münchen s7
-1	qid:1210	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.381686	# Stamps of Germany (BRD), Olympiade 1972, Blockausgabe 1972, Markenblock 2.jpg	de|münchen s7
1	qid:1212	1:0	2:21.608418	3:27.79298	4:0	5:6.325104	6:34.71481	7:0	8:0	# Lorraine 72 in the Musée des Blindés, France, pic-5.JPG	fr|musee des blindes
1	qid:1212	1:0	2:0	3:24.623621	4:0	5:0	6:24.76989	7:22.984962	8:0	# Char T-34.jpg	fr|musee des blindes
1	qid:1212	1:0	2:28.506723	3:24.029312	4:0	5:7.5625067	6:29.849594	7:0	8:0	# Musée des blindés - Saumur.JPG	fr|musee des blindes
1	qid:1212	1:0	2:25.666933	3:0	4:0	5:6.961354	6:31.038074	7:0	8:0	# Rétromobile 2018 Musée des blindés 01.jpg	fr|musee des blindes
0	qid:1212	1:0	2:22.2236	3:25.946703	4:0	5:6.6048613	6:33.107143	7:0	8:0	# AMX 50 sign in the Musée des Blindés, France.JPG	fr|musee des blindes
1	qid:1212	1:0	2:21.517105	3:27.667805	4:0	5:6.283415	6:35.101482	7:0	8:0	# AMX-50, Tanks in the Musée des Blindés, France, pic11.jpg	fr|musee des blindes
1	qid:1212	1:0	2:0	3:27.667805	4:0	5:0	6:35.203632	7:36.91978	8:0	# SdKfz 171 PzKw V noBG.jpg	fr|musee des blindes
1	qid:1212	1:0	2:22.358725	3:26.394068	4:0	5:6.4325337	6:32.989403	7:0	8:0	# Lynx in the Musée des Blindés, France, pic-3.JPG	fr|musee des blindes
-1	qid:1213	1:8.716225	2:0	3:6.7220154	4:0	5:0	6:6.7088437	7:7.9219666	8:13.29193	# Sound Enemy.jpg	en|music
1	qid:1213	1:0	2:8.507743	3:0	4:9.309119	5:12.113057	6:5.194169	7:0	8:0	# Music band vehicle in Maheshwar.jpg	en|music
-1	qid:1213	1:0	2:0	3:0	4:0	5:0	6:7.848093	7:0	8:0	# Harmoniconus musicus 01.JPG	en|music
0	qid:1213	1:0	2:0	3:0	4:0	5:0	6:6.8221354	7:0	8:11.230743	# Stooges Brass Band 19 (19521619349).jpg	en|music
0	qid:1213	1:8.921355	2:0	3:8.5631695	4:0	5:0	6:7.259952	7:7.852494	8:0	# Mohanunick1.jpg	en|music
0	qid:1213	1:6.4744887	2:8.556987	3:4.8123693	4:0	5:10.659494	6:9.637308	7:7.1982822	8:0	# Archive of Contemporary Music (76657p).jpg	en|music
0	qid:1213	1:0	2:7.7186904	3:6.404746	4:0	5:10.107815	6:11.335644	7:4.8842697	8:0	# Siemens Electronic Music Studio, Deutsches Museum (front1).jpg	en|music
1	qid:1213	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:10.998342	# Mfoto 16 MUSICA EN LA CATEDRAL DE MORELIA.jpg	en|music
-1	qid:1213	1:0	2:0	3:8.595182	4:0	5:0	6:10.002067	7:14.177198	8:0	# Philip Ginthör.jpg	en|music
-1	qid:1213	1:10.41014	2:0	3:8.525254	4:0	5:0	6:0	7:8.387598	8:0	# Bipencharrian.jpg	en|music
-1	qid:1214	1:0	2:3.6034868	3:0	4:0	5:0	6:14.868595	7:4.8633747	8:0	# Usher Hall, Lothian Road - geograph.org.uk - 1615835.jpg	en|Musicians Union UK
-1	qid:1214	1:0	2:0	3:0	4:0	5:0	6:8.541591	7:0	8:0	# Frantisek Kavan musician 1886.png	en|Musicians Union UK
-1	qid:1214	1:0	2:0	3:12.179985	4:0	5:0	6:21.606245	7:0	8:0	# Titanic Band.jpg	en|Musicians Union UK
-1	qid:1214	1:0	2:0	3:0	4:0	5:0	6:5.6400337	7:0	8:0	# Kartolo, Bintang Radio 1.3, inside front cover.jpg	en|Musicians Union UK
-1	qid:1214	1:0	2:7.715267	3:12.823061	4:0	5:9.625628	6:9.276556	7:0	8:0	# Union Sq drummer vc.jpg	en|Musicians Union UK
1	qid:1215	1:0	2:30.557215	3:37.07529	4:0	5:0	6:38.518436	7:23.350094	8:0	# Musschia wollastonii, Ile de Batz, 2.jpg	vi|Musschia_wollastonii
1	qid:1215	1:0	2:30.557215	3:37.07529	4:0	5:0	6:38.518436	7:21.401073	8:0	# Musschia wollastonii, Ile de Batz, 1.jpg	vi|Musschia_wollastonii
1	qid:1215	1:0	2:38.299706	3:38.495056	4:0	5:0	6:39.167755	7:0	8:0	# Musschia wollastonii.jpg	vi|Musschia_wollastonii
1	qid:1215	1:0	2:31.528566	3:38.279842	4:0	5:0	6:39.78336	7:24.235249	8:0	# Musschia wollastonii, Ile de Batz, 4.jpg	vi|Musschia_wollastonii
1	qid:1215	1:0	2:30.45607	3:37.00239	4:0	5:0	6:38.467995	7:23.386185	8:0	# Musschia wollastonii, Ile de Batz, 3.jpg	vi|Musschia_wollastonii
1	qid:1215	1:0	2:31.543436	3:38.340427	4:0	5:0	6:39.86332	7:24.245325	8:0	# Musschia wollastonii, Ile de Batz, 6.jpg	vi|Musschia_wollastonii
1	qid:1215	1:0	2:29.447124	3:23.604494	4:0	5:0	6:44.604782	7:0	8:14.379977	# Musschia wollastonii - Ribeiro Frio, Madeira - Aug 2012.jpg	vi|Musschia_wollastonii
-1	qid:1216	1:0	2:24.745663	3:0	4:0	5:0	6:31.86203	7:0	8:0	# Jablko na stromě (2).jpg	cs|Na_stromě
-1	qid:1216	1:0	2:22.77668	3:6.8300853	4:0	5:0	6:27.826672	7:0	8:0	# Ostřetín, Na Hradcích, boule na stromě (01).jpg	cs|Na_stromě
